Aufwärmen ohne Heizung;;;Aufwärmen mit Heizung;;
Zeit;Temperatur;Temperatur;Zeit;NiCr-Ni-Element;NiCr-Ni-Element
t / s;U / mV;; Sekunden;( mV );
76200;0,709;17;;;
76210;0,709;17;;;
76220;0,709;17;;;
76230;0,709;17;;;
76240;0,709;17;;;
76250;0,709;17;;;
76260;0,709;17;;;
76270;0,71;17;;;
76280;0,71;17;;;
76290;0,71;17;;;
76300;0,71;17;;;
76310;0,71;17;;;
76320;0,71;17;;;
76330;0,709;17;;;
76340;0,71;17;;;
76350;0,71;17;;;
76360;0,71;17;;;
76370;0,711;17;;;
76380;0,71;17;;;
76390;0,711;17;;;
76400;0,711;17;;;
76410;0,711;17;;;
76420;0,711;17;;;
76430;0,711;17;;;
76440;0,71;17;;;
76450;0,711;17;;;
76460;0,712;17;;;
76470;0,712;17;;;
76480;0,711;17;;;
76490;0,711;17;;;
76500;0,711;17;;;
76510;0,712;17;;;
76520;0,712;17;;;
76530;0,712;17;;;
76540;0,712;17;;;
76550;0,712;17;;;
76560;0,712;17;;;
76570;0,712;17;;;
76580;0,712;17;;;
76590;0,712;17;;;
76600;0,712;17;;;
76610;0,713;17;;;
76620;0,712;17;;;
76630;0,712;17;;;
76640;0,713;17;;;
76650;0,713;17;;;
76660;0,713;17;;;
76670;0,713;17;;;
76680;0,712;17;;;
76690;0,713;17;;;
76700;0,713;17;;;
76710;0,713;17;;;
76720;0,714;17;;;
76730;0,713;17;;;
76740;0,714;17;;;
76750;0,714;17;;;
76760;0,714;17;;;
76770;0,715;17;;;
76780;0,714;17;;;
76790;0,714;17;;;
76800;0,713;17;;;
76810;0,714;17;;;
76820;0,714;17;;;
76830;0,715;17;;;
76840;0,714;17;;;
76850;0,715;17;;;
76860;0,715;17;;;
76870;0,715;17;;;
76880;0,715;17;;;
76890;0,715;17;;;
76900;0,715;17;;;
76910;0,715;17;;;
76920;0,716;17;;;
76930;0,716;17;;;
76940;0,716;17;;;
76950;0,716;17;;;
76960;0,716;17;;;
76970;0,716;17;;;
76980;0,716;17;;;
76990;0,716;17;;;
77000;0,716;17;;;
77010;0,716;17;;;
77020;0,716;17;;;
77030;0,717;17;;;
77040;0,716;17;;;
77050;0,717;17;;;
77060;0,717;17;;;
77070;0,717;17;;;
77080;0,717;17;;;
77090;0,717;17;;;
77100;0,717;17;;;
77110;0,717;17;;;
77120;0,717;17;;;
77130;0,717;17;;;
77140;0,717;17;;;
77150;0,718;17;;;
77160;0,718;17;;;
77170;0,718;17;;;
77180;0,718;17;;;
77190;0,718;17;;;
77200;0,718;17;;;
77210;0,718;17;;;
77220;0,718;17;;;
77230;0,719;18;;;
77240;0,718;17;;;
77250;0,718;17;;;
77260;0,719;18;;;
77270;0,718;17;;;
77280;0,719;18;;;
77290;0,719;18;;;
77300;0,719;18;;;
77310;0,719;18;;;
77320;0,719;18;;;
77330;0,719;18;;;
77340;0,719;18;;;
77350;0,72;18;;;
77360;0,72;18;;;
77370;0,72;18;;;
77380;0,72;18;;;
77390;0,72;18;;;
77400;0,721;18;;;
77410;0,72;18;;;
77420;0,721;18;;;
77430;0,72;18;;;
77440;0,72;18;;;
77450;0,721;18;;;
77460;0,72;18;;;
77470;0,72;18;;;
77480;0,721;18;;;
77490;0,721;18;;;
77500;0,721;18;;;
77510;0,721;18;;;
77520;0,721;18;;;
77530;0,721;18;;;
77540;0,721;18;;;
77550;0,722;18;;;
77560;0,722;18;;;
77570;0,722;18;;;
77580;0,721;18;;;
77590;0,722;18;;;
77600;0,722;18;;;
77610;0,722;18;;;
77620;0,722;18;;;
77630;0,722;18;;;
77640;0,723;18;;;
77650;0,723;18;;;
77660;0,722;18;;;
77670;0,723;18;;;
77680;0,722;18;;;
77690;0,722;18;;;
77700;0,723;18;;;
77710;0,722;18;;;
77720;0,723;18;;;
77730;0,723;18;;;
77740;0,724;18;;;
77750;0,723;18;;;
77760;0,724;18;;;
77770;0,724;18;;;
77780;0,724;18;;;
77790;0,724;18;;;
77800;0,724;18;;;
77810;0,724;18;;;
77820;0,724;18;;;
77830;0,724;18;;;
77840;0,724;18;;;
77850;0,724;18;;;
77860;0,725;18;;;
77870;0,725;18;;;
77880;0,725;18;;;
77890;0,724;18;;;
77900;0,724;18;;;
77910;0,724;18;;;
77920;0,724;18;;;
77930;0,725;18;;;
77940;0,725;18;;;
77950;0,725;18;;;
77960;0,725;18;;;
77970;0,725;18;;;
77980;0,725;18;;;
77990;0,726;18;;;
78000;0,725;18;;;
78010;0,725;18;;;
78020;0,726;18;;;
78030;0,726;18;;;
78040;0,726;18;;;
78050;0,726;18;;;
78060;0,726;18;;;
78070;0,726;18;;;
78080;0,726;18;;;
78090;0,727;18;;;
78100;0,726;18;;;
78110;0,726;18;;;
78120;0,727;18;;;
78130;0,726;18;;;
78140;0,726;18;;;
78150;0,726;18;;;
78160;0,727;18;;;
78170;0,727;18;;;
78180;0,727;18;;;
78190;0,727;18;;;
78200;0,727;18;;;
78210;0,727;18;;;
78220;0,727;18;;;
78230;0,728;18;;;
78240;0,727;18;;;
78250;0,727;18;;;
78260;0,728;18;;;
78270;0,728;18;;;
78280;0,728;18;;;
78290;0,728;18;;;
78300;0,727;18;;;
78310;0,727;18;;;
78320;0,729;18;;;
78330;0,727;18;;;
78340;0,728;18;;;
78350;0,728;18;;;
78360;0,728;18;;;
78370;0,728;18;;;
78380;0,729;18;;;
78390;0,728;18;;;
78400;0,728;18;;;
78410;0,728;18;;;
78420;0,729;18;;;
78430;0,729;18;;;
78440;0,729;18;;;
78450;0,729;18;;;
78460;0,728;18;;;
78470;0,729;18;;;
78480;0,729;18;;;
78490;0,729;18;;;
78500;0,729;18;;;
78510;0,728;18;;;
78520;0,729;18;;;
78530;0,729;18;;;
78540;0,729;18;;;
78550;0,729;18;;;
78560;0,729;18;;;
78570;0,73;18;;;
78580;0,73;18;;;
78590;0,73;18;;;
78600;0,73;18;;;
78610;0,731;18;;;
78620;0,731;18;;;
78630;0,731;18;;;
78640;0,731;18;;;
78650;0,731;18;;;
78660;0,731;18;;;
78670;0,731;18;;;
78680;0,731;18;;;
78690;0,731;18;;;
78700;0,732;18;;;
78710;0,732;18;;;
78720;0,731;18;;;
78730;0,732;18;;;
78740;0,732;18;;;
78750;0,731;18;;;
78760;0,732;18;;;
78770;0,732;18;;;
78780;0,732;18;;;
78790;0,732;18;;;
78800;0,732;18;;;
78810;0,732;18;;;
78820;0,732;18;;;
78830;0,732;18;;;
78840;0,733;18;;;
78850;0,733;18;;;
78860;0,733;18;;;
78870;0,733;18;;;
78880;0,732;18;;;
78890;0,733;18;;;
78900;0,732;18;;;
78910;0,733;18;;;
78920;0,733;18;;;
78930;0,733;18;;;
78940;0,733;18;;;
78950;0,733;18;;;
78960;0,733;18;;;
78970;0,733;18;;;
78980;0,734;18;;;
78990;0,734;18;;;
79000;0,734;18;;;
79010;0,734;18;;;
79020;0,734;18;;;
79030;0,734;18;;;
79040;0,734;18;;;
79050;0,734;18;;;
79060;0,735;18;;;
79070;0,734;18;;;
79080;0,734;18;;;
79090;0,734;18;;;
79100;0,735;18;;;
79110;0,734;18;;;
79120;0,735;18;;;
79130;0,735;18;;;
79140;0,735;18;;;
79150;0,735;18;;;
79160;0,736;18;;;
79170;0,736;18;;;
79180;0,737;18;;;
79190;0,736;18;;;
79200;0,736;18;;;
79210;0,736;18;;;
79220;0,736;18;;;
79230;0,737;18;;;
79240;0,736;18;;;
79250;0,736;18;;;
79260;0,737;18;;;
79270;0,737;18;;;
79280;0,736;18;;;
79290;0,737;18;;;
79300;0,737;18;;;
79310;0,737;18;;;
79320;0,737;18;;;
79330;0,737;18;;;
79340;0,737;18;;;
79350;0,737;18;;;
79360;0,737;18;;;
79370;0,738;18;;;
79380;0,738;18;;;
79390;0,737;18;;;
79400;0,738;18;;;
79410;0,738;18;;;
79420;0,738;18;;;
79430;0,738;18;;;
79440;0,738;18;;;
79450;0,738;18;;;
79460;0,739;18;;;
79470;0,738;18;;;
79480;0,738;18;;;
79490;0,739;18;;;
79500;0,739;18;;;
79510;0,739;18;;;
79520;0,739;18;;;
79530;0,739;18;;;
79540;0,739;18;;;
79550;0,739;18;;;
79560;0,739;18;;;
79570;0,739;18;;;
79580;0,739;18;;;
79590;0,74;18;;;
79600;0,74;18;;;
79610;0,739;18;;;
79620;0,74;18;;;
79630;0,74;18;;;
79640;0,74;18;;;
79650;0,74;18;;;
79660;0,74;18;;;
79670;0,74;18;;;
79680;0,741;18;;;
79690;0,741;18;;;
79700;0,741;18;;;
79710;0,741;18;;;
79720;0,741;18;;;
79730;0,741;18;;;
79740;0,741;18;;;
79750;0,741;18;;;
79760;0,741;18;;;
79770;0,741;18;;;
79780;0,741;18;;;
79790;0,742;18;;;
79800;0,742;18;;;
79810;0,742;18;;;
79820;0,742;18;;;
79830;0,742;18;;;
79840;0,742;18;;;
79850;0,742;18;;;
79860;0,742;18;;;
79870;0,742;18;;;
79880;0,742;18;;;
79890;0,742;18;;;
79900;0,742;18;;;
79910;0,742;18;;;
79920;0,743;18;;;
79930;0,743;18;;;
79940;0,742;18;;;
79950;0,743;18;;;
79960;0,743;18;;;
79970;0,743;18;;;
79980;0,743;18;;;
79990;0,743;18;;;
80000;0,743;18;;;
80010;0,743;18;;;
80020;0,743;18;;;
80030;0,743;18;;;
80040;0,743;18;;;
80050;0,743;18;;;
80060;0,743;18;;;
80070;0,743;18;;;
80080;0,743;18;;;
80090;0,743;18;;;
80100;0,744;18;;;
80110;0,744;18;;;
80120;0,744;18;;;
80130;0,744;18;;;
80140;0,744;18;;;
80150;0,744;18;;;
80160;0,744;18;;;
80170;0,745;18;;;
80180;0,744;18;;;
80190;0,745;18;;;
80200;0,745;18;;;
80210;0,745;18;;;
80220;0,745;18;;;
80230;0,745;18;;;
80240;0,745;18;;;
80250;0,746;18;;;
80260;0,746;18;;;
80270;0,745;18;;;
80280;0,746;18;;;
80290;0,746;18;;;
80300;0,746;18;;;
80310;0,746;18;;;
80320;0,746;18;;;
80330;0,746;18;;;
80340;0,746;18;;;
80350;0,746;18;;;
80360;0,746;18;;;
80370;0,747;18;;;
80380;0,747;18;;;
80390;0,747;18;;;
80400;0,746;18;;;
80410;0,746;18;;;
80420;0,747;18;;;
80430;0,747;18;;;
80440;0,747;18;;;
80450;0,747;18;;;
80460;0,747;18;;;
80470;0,747;18;;;
80480;0,748;18;;;
80490;0,748;18;;;
80500;0,748;18;;;
80510;0,748;18;;;
80520;0,748;18;;;
80530;0,748;18;;;
80540;0,748;18;;;
80550;0,748;18;;;
80560;0,748;18;;;
80570;0,749;18;;;
80580;0,748;18;;;
80590;0,748;18;;;
80600;0,748;18;;;
80610;0,749;18;;;
80620;0,749;18;;;
80630;0,749;18;;;
80640;0,749;18;;;
80650;0,749;18;;;
80660;0,749;18;;;
80670;0,749;18;;;
80680;0,749;18;;;
80690;0,749;18;;;
80700;0,75;18;;;
80710;0,749;18;;;
80720;0,75;18;;;
80730;0,749;18;;;
80740;0,749;18;;;
80750;0,75;18;;;
80760;0,75;18;;;
80770;0,75;18;;;
80780;0,75;18;;;
80790;0,75;18;;;
80800;0,751;18;;;
80810;0,751;18;;;
80820;0,75;18;;;
80830;0,751;18;;;
80840;0,751;18;;;
80850;0,751;18;;;
80860;0,751;18;;;
80870;0,751;18;;;
80880;0,752;18;;;
80890;0,751;18;;;
80900;0,752;18;;;
80910;0,751;18;;;
80920;0,752;18;;;
80930;0,752;18;;;
80940;0,752;18;;;
80950;0,751;18;;;
80960;0,752;18;;;
80970;0,752;18;;;
80980;0,752;18;;;
80990;0,752;18;;;
81000;0,752;18;;;
81010;0,752;18;;;
81020;0,752;18;;;
81030;0,753;18;;;
81040;0,753;18;;;
81050;0,753;18;;;
81060;0,753;18;;;
81070;0,753;18;;;
81080;0,753;18;;;
81090;0,753;18;;;
81100;0,754;18;;;
81110;0,753;18;;;
81120;0,753;18;;;
81130;0,754;18;;;
81140;0,753;18;;;
81150;0,754;18;;;
81160;0,753;18;;;
81170;0,754;18;;;
81180;0,754;18;;;
81190;0,754;18;;;
81200;0,754;18;;;
81210;0,754;18;;;
81220;0,754;18;;;
81230;0,754;18;;;
81240;0,755;18;;;
81250;0,755;18;;;
81260;0,755;18;;;
81270;0,754;18;;;
81280;0,755;18;;;
81290;0,755;18;;;
81300;0,755;18;;;
81310;0,755;18;;;
81320;0,755;18;;;
81330;0,755;18;;;
81340;0,755;18;;;
81350;0,756;18;;;
81360;0,756;18;;;
81370;0,756;18;;;
81380;0,756;18;;;
81390;0,756;18;;;
81400;0,756;18;;;
81410;0,756;18;;;
81420;0,757;18;;;
81430;0,757;18;;;
81440;0,757;18;;;
81450;0,756;18;;;
81460;0,756;18;;;
81470;0,756;18;;;
81480;0,756;18;;;
81490;0,756;18;;;
81500;0,756;18;;;
81510;0,756;18;;;
81520;0,757;18;;;
81530;0,756;18;;;
81540;0,757;18;;;
81550;0,757;18;;;
81560;0,757;18;;;
81570;0,757;18;;;
81580;0,758;18;;;
81590;0,757;18;;;
81600;0,757;18;;;
81610;0,757;18;;;
81620;0,758;18;;;
81630;0,758;18;;;
81640;0,757;18;;;
81650;0,758;18;;;
81660;0,758;18;;;
81670;0,758;18;;;
81680;0,758;18;;;
81690;0,757;18;;;
81700;0,758;18;;;
81710;0,758;18;;;
81720;0,758;18;;;
81730;0,758;18;;;
81740;0,759;19;;;
81750;0,758;18;;;
81760;0,759;19;;;
81770;0,758;18;;;
81780;0,759;19;;;
81790;0,759;19;;;
81800;0,759;19;;;
81810;0,759;19;;;
81820;0,759;19;;;
81830;0,759;19;;;
81840;0,76;19;;;
81850;0,76;19;;;
81860;0,759;19;;;
81870;0,76;19;;;
81880;0,76;19;;;
81890;0,76;19;;;
81900;0,76;19;;;
81910;0,76;19;;;
81920;0,76;19;;;
81930;0,76;19;;;
81940;0,76;19;;;
81950;0,76;19;;;
81960;0,76;19;;;
81970;0,76;19;;;
81980;0,761;19;;;
81990;0,761;19;;;
82000;0,761;19;;;
82010;0,761;19;;;
82020;0,761;19;;;
82030;0,761;19;;;
82040;0,762;19;;;
82050;0,761;19;;;
82060;0,761;19;;;
82070;0,761;19;;;
82080;0,761;19;;;
82090;0,761;19;;;
82100;0,761;19;;;
82110;0,761;19;;;
82120;0,762;19;;;
82130;0,762;19;;;
82140;0,762;19;;;
82150;0,762;19;;;
82160;0,762;19;;;
82170;0,762;19;;;
82180;0,762;19;;;
82190;0,762;19;;;
82200;0,762;19;;;
82210;0,762;19;;;
82220;0,762;19;;;
82230;0,762;19;;;
82240;0,762;19;;;
82250;0,762;19;;;
82260;0,762;19;;;
82270;0,763;19;;;
82280;0,763;19;;;
82290;0,763;19;;;
82300;0,763;19;;;
82310;0,764;19;;;
82320;0,764;19;;;
82330;0,764;19;;;
82340;0,764;19;;;
82350;0,764;19;;;
82360;0,764;19;;;
82370;0,764;19;;;
82380;0,764;19;;;
82390;0,765;19;;;
82400;0,765;19;;;
82410;0,764;19;;;
82420;0,765;19;;;
82430;0,765;19;;;
82440;0,765;19;;;
82450;0,765;19;;;
82460;0,765;19;;;
82470;0,764;19;;;
82480;0,765;19;;;
82490;0,765;19;;;
82500;0,765;19;;;
82510;0,765;19;;;
82520;0,766;19;;;
82530;0,766;19;;;
82540;0,765;19;;;
82550;0,766;19;;;
82560;0,766;19;;;
82570;0,766;19;;;
82580;0,767;19;;;
82590;0,767;19;;;
82600;0,767;19;;;
82610;0,767;19;;;
82620;0,767;19;;;
82630;0,768;19;;;
82640;0,767;19;;;
82650;0,768;19;;;
82660;0,768;19;;;
82670;0,768;19;;;
82680;0,768;19;;;
82690;0,768;19;;;
82700;0,768;19;;;
82710;0,768;19;;;
82720;0,768;19;;;
82730;0,768;19;;;
82740;0,769;19;;;
82750;0,769;19;;;
82760;0,769;19;;;
82770;0,769;19;;;
82780;0,769;19;;;
82790;0,769;19;;;
82800;0,769;19;;;
82810;0,769;19;;;
82820;0,769;19;;;
82830;0,769;19;;;
82840;0,769;19;;;
82850;0,769;19;;;
82860;0,77;19;;;
82870;0,769;19;;;
82880;0,77;19;;;
82890;0,77;19;;;
82900;0,77;19;;;
82910;0,771;19;;;
82920;0,771;19;;;
82930;0,771;19;;;
82940;0,771;19;;;
82950;0,771;19;;;
82960;0,771;19;;;
82970;0,771;19;;;
82980;0,771;19;;;
82990;0,772;19;;;
83000;0,771;19;;;
83010;0,772;19;;;
83020;0,772;19;;;
83030;0,771;19;;;
83040;0,772;19;;;
83050;0,772;19;;;
83060;0,772;19;;;
83070;0,772;19;;;
83080;0,772;19;;;
83090;0,772;19;;;
83100;0,773;19;;;
83110;0,773;19;;;
83120;0,773;19;;;
83130;0,774;19;;;
83140;0,773;19;;;
83150;0,774;19;;;
83160;0,774;19;;;
83170;0,774;19;;;
83180;0,774;19;;;
83190;0,774;19;;;
83200;0,774;19;;;
83210;0,774;19;;;
83220;0,774;19;;;
83230;0,775;19;;;
83240;0,775;19;;;
83250;0,774;19;;;
83260;0,776;19;;;
83270;0,776;19;;;
83280;0,775;19;;;
83290;0,776;19;;;
83300;0,776;19;;;
83310;0,776;19;;;
83320;0,776;19;;;
83330;0,776;19;;;
83340;0,776;19;;;
83350;0,777;19;;;
83360;0,777;19;;;
83370;0,777;19;;;
83380;0,776;19;;;
83390;0,777;19;;;
83400;0,777;19;;;
83410;0,777;19;;;
83420;0,778;19;;;
83430;0,777;19;;;
83440;0,778;19;;;
83450;0,778;19;;;
83460;0,779;19;;;
83470;0,778;19;;;
83480;0,778;19;;;
83490;0,779;19;;;
83500;0,779;19;;;
83510;0,779;19;;;
83520;0,779;19;;;
83530;0,779;19;;;
83540;0,779;19;;;
83550;0,779;19;;;
83560;0,779;19;;;
83570;0,779;19;;;
83580;0,779;19;;;
83590;0,779;19;;;
83600;0,78;19;;;
83610;0,78;19;;;
83620;0,78;19;;;
83630;0,78;19;;;
83640;0,781;19;;;
83650;0,781;19;;;
83660;0,78;19;;;
83670;0,781;19;;;
83680;0,781;19;;;
83690;0,781;19;;;
83700;0,781;19;;;
83710;0,781;19;;;
83720;0,782;19;;;
83730;0,782;19;;;
83740;0,781;19;;;
83750;0,782;19;;;
83760;0,782;19;;;
83770;0,782;19;;;
83780;0,782;19;;;
83790;0,783;19;;;
83800;0,783;19;;;
83810;0,782;19;;;
83820;0,782;19;;;
83830;0,782;19;;;
83840;0,782;19;;;
83850;0,783;19;;;
83860;0,783;19;;;
83870;0,783;19;;;
83880;0,783;19;;;
83890;0,783;19;;;
83900;0,783;19;;;
83910;0,784;19;;;
83920;0,784;19;;;
83930;0,784;19;;;
83940;0,784;19;;;
83950;0,784;19;;;
83960;0,784;19;;;
83970;0,784;19;;;
83980;0,784;19;;;
83990;0,784;19;;;
84000;0,785;19;;;
84010;0,785;19;;;
84020;0,785;19;;;
84030;0,785;19;;;
84040;0,785;19;;;
84050;0,785;19;;;
84060;0,785;19;;;
84070;0,785;19;;;
84080;0,786;19;;;
84090;0,785;19;;;
84100;0,786;19;;;
84110;0,786;19;;;
84120;0,786;19;;;
84130;0,786;19;;;
84140;0,786;19;;;
84150;0,786;19;;;
84160;0,786;19;;;
84170;0,786;19;;;
84180;0,786;19;;;
84190;0,787;19;;;
84200;0,786;19;;;
84210;0,787;19;;;
84220;0,787;19;;;
84230;0,787;19;;;
84240;0,788;19;;;
84250;0,788;19;;;
84260;0,787;19;;;
84270;0,788;19;;;
84280;0,788;19;;;
84290;0,788;19;;;
84300;0,788;19;;;
84310;0,788;19;;;
84320;0,789;19;;;
84330;0,788;19;;;
84340;0,788;19;;;
84350;0,788;19;;;
84360;0,789;19;;;
84370;0,789;19;;;
84380;0,789;19;;;
84390;0,789;19;;;
84400;0,789;19;;;
84410;0,788;19;;;
84420;0,789;19;;;
84430;0,79;19;;;
84440;0,79;19;;;
84450;0,79;19;;;
84460;0,79;19;;;
84470;0,789;19;;;
84480;0,79;19;;;
84490;0,79;19;;;
84500;0,79;19;;;
84510;0,79;19;;;
84520;0,791;19;;;
84530;0,791;19;;;
84540;0,791;19;;;
84550;0,791;19;;;
84560;0,791;19;;;
84570;0,791;19;;;
84580;0,791;19;;;
84590;0,791;19;;;
84600;0,791;19;;;
84610;0,791;19;;;
84620;0,792;19;;;
84630;0,792;19;;;
84640;0,792;19;;;
84650;0,792;19;;;
84660;0,792;19;;;
84670;0,792;19;;;
84680;0,793;19;;;
84690;0,793;19;;;
84700;0,793;19;;;
84710;0,793;19;;;
84720;0,793;19;;;
84730;0,793;19;;;
84740;0,794;19;;;
84750;0,793;19;;;
84760;0,793;19;;;
84770;0,794;19;;;
84780;0,793;19;;;
84790;0,794;19;;;
84800;0,794;19;;;
84810;0,794;19;;;
84820;0,795;19;;;
84830;0,795;19;;;
84840;0,794;19;;;
84850;0,794;19;;;
84860;0,795;19;;;
84870;0,795;19;;;
84880;0,795;19;;;
84890;0,795;19;;;
84900;0,795;19;;;
84910;0,795;19;;;
84920;0,795;19;;;
84930;0,796;19;;;
84940;0,796;19;;;
84950;0,795;19;;;
84960;0,796;19;;;
84970;0,796;19;;;
84980;0,796;19;;;
84990;0,796;19;;;
85000;0,797;19;;;
85010;0,796;19;;;
85020;0,796;19;;;
85030;0,796;19;;;
85040;0,796;19;;;
85050;0,796;19;;;
85060;0,796;19;;;
85070;0,796;19;;;
85080;0,797;19;;;
85090;0,797;19;;;
85100;0,797;19;;;
85110;0,797;19;;;
85120;0,798;19;;;
85130;0,798;19;;;
85140;0,798;19;;;
85150;0,798;19;;;
85160;0,798;19;;;
85170;0,798;19;;;
85180;0,799;20;;;
85190;0,799;20;;;
85200;0,799;20;;;
85210;0,799;20;;;
85220;0,8;20;;;
85230;0,8;20;;;
85240;0,8;20;;;
85250;0,8;20;;;
85260;0,8;20;;;
85270;0,8;20;;;
85280;0,8;20;;;
85290;0,801;20;;;
85300;0,8;20;;;
85310;0,8;20;;;
85320;0,8;20;;;
85330;0,801;20;;;
85340;0,801;20;;;
85350;0,801;20;;;
85360;0,801;20;;;
85370;0,801;20;;;
85380;0,802;20;;;
85390;0,802;20;;;
85400;0,801;20;;;
85410;0,801;20;;;
85420;0,802;20;;;
85430;0,802;20;;;
85440;0,802;20;;;
85450;0,802;20;;;
85460;0,802;20;;;
85470;0,802;20;;;
85480;0,803;20;;;
85490;0,803;20;;;
85500;0,802;20;;;
85510;0,803;20;;;
85520;0,803;20;;;
85530;0,803;20;;;
85540;0,803;20;;;
85550;0,803;20;;;
85560;0,803;20;;;
85570;0,803;20;;;
85580;0,803;20;;;
85590;0,803;20;;;
85600;0,803;20;;;
85610;0,804;20;;;
85620;0,804;20;;;
85630;0,804;20;;;
85640;0,804;20;;;
85650;0,804;20;;;
85660;0,804;20;;;
85670;0,805;20;;;
85680;0,805;20;;;
85690;0,805;20;;;
85700;0,805;20;;;
85710;0,805;20;;;
85720;0,805;20;;;
85730;0,805;20;;;
85740;0,805;20;;;
85750;0,805;20;;;
85760;0,805;20;;;
85770;0,805;20;;;
85780;0,805;20;;;
85790;0,805;20;;;
85800;0,806;20;;;
85810;0,806;20;;;
85820;0,806;20;;;
85830;0,806;20;;;
85840;0,806;20;;;
85850;0,806;20;;;
85860;0,806;20;;;
85870;0,807;20;;;
85880;0,807;20;;;
85890;0,807;20;;;
85900;0,807;20;;;
85910;0,808;20;;;
85920;0,807;20;;;
85930;0,807;20;;;
85940;0,808;20;;;
85950;0,808;20;;;
85960;0,808;20;;;
85970;0,808;20;;;
85980;0,808;20;;;
85990;0,808;20;;;
86000;0,809;20;;;
86010;0,808;20;;;
86020;0,808;20;;;
86030;0,809;20;;;
86040;0,809;20;;;
86050;0,809;20;;;
86060;0,809;20;;;
86070;0,81;20;;;
86080;0,81;20;;;
86090;0,81;20;;;
86100;0,81;20;;;
86110;0,809;20;;;
86120;0,81;20;;;
86130;0,81;20;;;
86140;0,81;20;;;
86150;0,81;20;;;
86160;0,81;20;;;
86170;0,81;20;;;
86180;0,811;20;;;
86190;0,81;20;;;
86200;0,81;20;;;
86210;0,81;20;;;
86220;0,811;20;;;
86230;0,811;20;;;
86240;0,811;20;;;
86250;0,811;20;;;
86260;0,811;20;;;
86270;0,812;20;;;
86280;0,812;20;;;
86290;0,812;20;;;
86300;0,812;20;;;
86310;0,812;20;;;
86320;0,812;20;;;
86330;0,812;20;;;
86340;0,812;20;;;
86350;0,812;20;;;
86360;0,812;20;;;
86370;0,813;20;;;
86380;0,813;20;;;
86390;0,813;20;;;
86400;0,813;20;;;
