Aufwärmen ohne Heizung;;;Aufwärmen mit Heizung;;
Zeit;Temperatur;Temperatur;Zeit;NiCr-Ni-Element;NiCr-Ni-Element
t / s;U / mV;; Sekunden;( mV );
41820;-0,102;-3;;;
41830;-0,102;-3;;;
41840;-0,101;-3;;;
41850;-0,1;-3;;;
41860;-0,101;-3;;;
41870;-0,1;-3;;;
41880;-0,1;-3;;;
41890;-0,099;-3;;;
41900;-0,098;-3;;;
41910;-0,098;-3;;;
41920;-0,097;-3;;;
41930;-0,097;-3;;;
41940;-0,096;-3;;;
41950;-0,096;-3;;;
41960;-0,096;-3;;;
41970;-0,096;-3;;;
41980;-0,095;-3;;;
41990;-0,095;-3;;;
42000;-0,094;-3;;;
42010;-0,094;-3;;;
42020;-0,093;-3;;;
42030;-0,092;-3;;;
42040;-0,092;-3;;;
42050;-0,092;-3;;;
42060;-0,091;-3;;;
42070;-0,09;-3;;;
42080;-0,09;-3;;;
42090;-0,089;-3;;;
42100;-0,088;-3;;;
42110;-0,088;-3;;;
42120;-0,088;-3;;;
42130;-0,087;-3;;;
42140;-0,087;-3;;;
42150;-0,086;-3;;;
42160;-0,086;-3;;;
42170;-0,086;-3;;;
42180;-0,085;-3;;;
42190;-0,084;-3;;;
42200;-0,084;-3;;;
42210;-0,084;-3;;;
42220;-0,083;-3;;;
42230;-0,083;-3;;;
42240;-0,082;-3;;;
42250;-0,082;-3;;;
42260;-0,082;-3;;;
42270;-0,081;-3;;;
42280;-0,08;-3;;;
42290;-0,08;-3;;;
42300;-0,08;-3;;;
42310;-0,079;-3;;;
42320;-0,078;-2;;;
42330;-0,077;-2;;;
42340;-0,077;-2;;;
42350;-0,076;-2;;;
42360;-0,076;-2;;;
42370;-0,075;-2;;;
42380;-0,075;-2;;;
42390;-0,074;-2;;;
42400;-0,074;-2;;;
42410;-0,073;-2;;;
42420;-0,073;-2;;;
42430;-0,072;-2;;;
42440;-0,072;-2;;;
42450;-0,071;-2;;;
42460;-0,071;-2;;;
42470;-0,07;-2;;;
42480;-0,07;-2;;;
42490;-0,069;-2;;;
42500;-0,069;-2;;;
42510;-0,069;-2;;;
42520;-0,068;-2;;;
42530;-0,068;-2;;;
42540;-0,067;-2;;;
42550;-0,067;-2;;;
42560;-0,066;-2;;;
42570;-0,066;-2;;;
42580;-0,065;-2;;;
42590;-0,065;-2;;;
42600;-0,064;-2;;;
42610;-0,063;-2;;;
42620;-0,062;-2;;;
42630;-0,063;-2;;;
42640;-0,062;-2;;;
42650;-0,061;-2;;;
42660;-0,061;-2;;;
42670;-0,061;-2;;;
42680;-0,06;-2;;;
42690;-0,06;-2;;;
42700;-0,06;-2;;;
42710;-0,059;-2;;;
42720;-0,059;-2;;;
42730;-0,058;-2;;;
42740;-0,058;-2;;;
42750;-0,057;-2;;;
42760;-0,057;-2;;;
42770;-0,056;-2;;;
42780;-0,055;-2;;;
42790;-0,055;-2;;;
42800;-0,055;-2;;;
42810;-0,054;-2;;;
42820;-0,054;-2;;;
42830;-0,054;-2;;;
42840;-0,052;-2;;;
42850;-0,053;-2;;;
42860;-0,052;-2;;;
42870;-0,052;-2;;;
42880;-0,051;-2;;;
42890;-0,051;-2;;;
42900;-0,051;-2;;;
42910;-0,05;-2;;;
42920;-0,049;-2;;;
42930;-0,048;-2;;;
42940;-0,048;-2;;;
42950;-0,047;-2;;;
42960;-0,047;-2;;;
42970;-0,047;-2;;;
42980;-0,047;-2;;;
42990;-0,046;-2;;;
43000;-0,046;-2;;;
43010;-0,045;-2;;;
43020;-0,045;-2;;;
43030;-0,045;-2;;;
43040;-0,045;-2;;;
43050;-0,044;-2;;;
43060;-0,043;-2;;;
43070;-0,042;-2;;;
43080;-0,042;-2;;;
43090;-0,042;-2;;;
43100;-0,041;-2;;;
43110;-0,04;-2;;;
43120;-0,04;-2;;;
43130;-0,04;-2;;;
43140;-0,039;-2;;;
43150;-0,039;-2;;;
43160;-0,039;-2;;;
43170;-0,038;-1;;;
43180;-0,037;-1;;;
43190;-0,037;-1;;;
43200;-0,037;-1;;;
43210;-0,036;-1;;;
43220;-0,035;-1;;;
43230;-0,035;-1;;;
43240;-0,034;-1;;;
43250;-0,034;-1;;;
43260;-0,034;-1;;;
43270;-0,033;-1;;;
43280;-0,032;-1;;;
43290;-0,032;-1;;;
43300;-0,032;-1;;;
43310;-0,031;-1;;;
43320;-0,03;-1;;;
43330;-0,03;-1;;;
43340;-0,029;-1;;;
43350;-0,03;-1;;;
43360;-0,029;-1;;;
43370;-0,028;-1;;;
43380;-0,028;-1;;;
43390;-0,028;-1;;;
43400;-0,027;-1;;;
43410;-0,026;-1;;;
43420;-0,026;-1;;;
43430;-0,025;-1;;;
43440;-0,025;-1;;;
43450;-0,024;-1;;;
43460;-0,024;-1;;;
43470;-0,024;-1;;;
43480;-0,024;-1;;;
43490;-0,023;-1;;;
43500;-0,023;-1;;;
43510;-0,021;-1;;;
43520;-0,021;-1;;;
43530;-0,021;-1;;;
43540;-0,02;-1;;;
43550;-0,02;-1;;;
43560;-0,019;-1;;;
43570;-0,019;-1;;;
43580;-0,019;-1;;;
43590;-0,019;-1;;;
43600;-0,018;-1;;;
43610;-0,017;-1;;;
43620;-0,017;-1;;;
43630;-0,017;-1;;;
43640;-0,016;-1;;;
43650;-0,016;-1;;;
43660;-0,015;-1;;;
43670;-0,015;-1;;;
43680;-0,014;-1;;;
43690;-0,014;-1;;;
43700;-0,013;-1;;;
43710;-0,013;-1;;;
43720;-0,013;-1;;;
43730;-0,012;-1;;;
43740;-0,011;-1;;;
43750;-0,011;-1;;;
43760;-0,01;-1;;;
43770;-0,01;-1;;;
43780;-0,01;-1;;;
43790;-0,009;-1;;;
43800;-0,009;-1;;;
43810;-0,008;-1;;;
43820;-0,008;-1;;;
43830;-0,008;-1;;;
43840;-0,007;-1;;;
43850;-0,007;-1;;;
43860;-0,006;-1;;;
43870;-0,006;-1;;;
43880;-0,005;-1;;;
43890;-0,004;-1;;;
43900;-0,004;-1;;;
43910;-0,003;-1;;;
43920;-0,002;-1;;;
43930;-0,002;-1;;;
43940;-0,002;-1;;;
43950;-0,002;-1;;;
43960;-0,001;-1;;;
43970;-0,001;-1;;;
43980;-0,001;-1;;;
43990;0;-1;;;
44000;0;-1;;;
44010;0,001;0;;;
44020;0,001;0;;;
44030;0,002;0;;;
44040;0,002;0;;;
44050;0,002;0;;;
44060;0,003;0;;;
44070;0,003;0;;;
44080;0,004;0;;;
44090;0,004;0;;;
44100;0,005;0;;;
44110;0,006;0;;;
44120;0,006;0;;;
44130;0,006;0;;;
44140;0,007;0;;;
44150;0,008;0;;;
44160;0,007;0;;;
44170;0,008;0;;;
44180;0,009;0;;;
44190;0,009;0;;;
44200;0,009;0;;;
44210;0,01;0;;;
44220;0,011;0;;;
44230;0,011;0;;;
44240;0,011;0;;;
44250;0,012;0;;;
44260;0,012;0;;;
44270;0,012;0;;;
44280;0,013;0;;;
44290;0,013;0;;;
44300;0,013;0;;;
44310;0,015;0;;;
44320;0,015;0;;;
44330;0,015;0;;;
44340;0,016;0;;;
44350;0,017;0;;;
44360;0,017;0;;;
44370;0,017;0;;;
44380;0,017;0;;;
44390;0,018;0;;;
44400;0,018;0;;;
44410;0,018;0;;;
44420;0,019;0;;;
44430;0,019;0;;;
44440;0,02;0;;;
44450;0,02;0;;;
44460;0,02;0;;;
44470;0,021;0;;;
44480;0,022;0;;;
44490;0,021;0;;;
44500;0,023;0;;;
44510;0,023;0;;;
44520;0,023;0;;;
44530;0,024;0;;;
44540;0,024;0;;;
44550;0,025;0;;;
44560;0,024;0;;;
44570;0,025;0;;;
44580;0,026;0;;;
44590;0,026;0;;;
44600;0,027;0;;;
44610;0,027;0;;;
44620;0,028;0;;;
44630;0,028;0;;;
44640;0,028;0;;;
44650;0,028;0;;;
44660;0,029;0;;;
44670;0,029;0;;;
44680;0,03;0;;;
44690;0,03;0;;;
44700;0,031;0;;;
44710;0,032;0;;;
44720;0,032;0;;;
44730;0,032;0;;;
44740;0,032;0;;;
44750;0,033;0;;;
44760;0,034;0;;;
44770;0,034;0;;;
44780;0,034;0;;;
44790;0,035;0;;;
44800;0,036;0;;;
44810;0,035;0;;;
44820;0,036;0;;;
44830;0,037;0;;;
44840;0,037;0;;;
44850;0,037;0;;;
44860;0,038;0;;;
44870;0,039;0;;;
44880;0,038;0;;;
44890;0,039;0;;;
44900;0,039;0;;;
44910;0,04;1;;;
44920;0,041;1;;;
44930;0,041;1;;;
44940;0,041;1;;;
44950;0,042;1;;;
44960;0,042;1;;;
44970;0,044;1;;;
44980;0,044;1;;;
44990;0,044;1;;;
45000;0,044;1;;;
45010;0,045;1;;;
45020;0,045;1;;;
45030;0,046;1;;;
45040;0,046;1;;;
45050;0,047;1;;;
45060;0,047;1;;;
45070;0,047;1;;;
45080;0,048;1;;;
45090;0,049;1;;;
45100;0,048;1;;;
45110;0,049;1;;;
45120;0,049;1;;;
45130;0,05;1;;;
45140;0,051;1;;;
45150;0,051;1;;;
45160;0,051;1;;;
45170;0,052;1;;;
45180;0,052;1;;;
45190;0,053;1;;;
45200;0,053;1;;;
45210;0,053;1;;;
45220;0,054;1;;;
45230;0,054;1;;;
45240;0,054;1;;;
45250;0,055;1;;;
45260;0,055;1;;;
45270;0,055;1;;;
45280;0,056;1;;;
45290;0,057;1;;;
45300;0,057;1;;;
45310;0,057;1;;;
45320;0,058;1;;;
45330;0,059;1;;;
45340;0,059;1;;;
45350;0,059;1;;;
45360;0,06;1;;;
45370;0,06;1;;;
45380;0,06;1;;;
45390;0,06;1;;;
45400;0,061;1;;;
45410;0,062;1;;;
45420;0,062;1;;;
45430;0,062;1;;;
45440;0,063;1;;;
45450;0,063;1;;;
45460;0,063;1;;;
45470;0,064;1;;;
45480;0,064;1;;;
45490;0,064;1;;;
45500;0,065;1;;;
45510;0,065;1;;;
45520;0,066;1;;;
45530;0,066;1;;;
45540;0,067;1;;;
45550;0,068;1;;;
45560;0,068;1;;;
45570;0,068;1;;;
45580;0,069;1;;;
45590;0,069;1;;;
45600;0,069;1;;;
45610;0,07;1;;;
45620;0,07;1;;;
45630;0,07;1;;;
45640;0,071;1;;;
45650;0,072;1;;;
45660;0,072;1;;;
45670;0,073;1;;;
45680;0,073;1;;;
45690;0,073;1;;;
45700;0,073;1;;;
45710;0,074;1;;;
45720;0,074;1;;;
45730;0,075;1;;;
45740;0,075;1;;;
45750;0,075;1;;;
45760;0,076;1;;;
45770;0,076;1;;;
45780;0,077;1;;;
45790;0,077;1;;;
45800;0,077;1;;;
45810;0,078;1;;;
45820;0,078;1;;;
45830;0,079;1;;;
45840;0,08;2;;;
45850;0,08;2;;;
45860;0,08;2;;;
45870;0,08;2;;;
45880;0,081;2;;;
45890;0,081;2;;;
45900;0,082;2;;;
45910;0,082;2;;;
45920;0,082;2;;;
45930;0,083;2;;;
45940;0,083;2;;;
45950;0,084;2;;;
45960;0,084;2;;;
45970;0,085;2;;;
45980;0,084;2;;;
45990;0,085;2;;;
46000;0,086;2;;;
46010;0,086;2;;;
46020;0,087;2;;;
46030;0,087;2;;;
46040;0,088;2;;;
46050;0,088;2;;;
46060;0,089;2;;;
46070;0,089;2;;;
46080;0,089;2;;;
46090;0,089;2;;;
46100;0,09;2;;;
46110;0,09;2;;;
46120;0,091;2;;;
46130;0,091;2;;;
46140;0,092;2;;;
46150;0,092;2;;;
46160;0,092;2;;;
46170;0,092;2;;;
46180;0,093;2;;;
46190;0,094;2;;;
46200;0,094;2;;;
46210;0,094;2;;;
46220;0,095;2;;;
46230;0,094;2;;;
46240;0,096;2;;;
46250;0,096;2;;;
46260;0,096;2;;;
46270;0,097;2;;;
46280;0,097;2;;;
46290;0,098;2;;;
46300;0,099;2;;;
46310;0,099;2;;;
46320;0,1;2;;;
46330;0,099;2;;;
46340;0,099;2;;;
46350;0,1;2;;;
46360;0,101;2;;;
46370;0,101;2;;;
46380;0,102;2;;;
46390;0,102;2;;;
46400;0,103;2;;;
46410;0,103;2;;;
46420;0,103;2;;;
46430;0,104;2;;;
46440;0,104;2;;;
46450;0,105;2;;;
46460;0,105;2;;;
46470;0,105;2;;;
46480;0,106;2;;;
46490;0,106;2;;;
46500;0,107;2;;;
46510;0,107;2;;;
46520;0,107;2;;;
46530;0,107;2;;;
46540;0,108;2;;;
46550;0,109;2;;;
46560;0,108;2;;;
46570;0,109;2;;;
46580;0,109;2;;;
46590;0,11;2;;;
46600;0,11;2;;;
46610;0,11;2;;;
46620;0,111;2;;;
46630;0,111;2;;;
46640;0,112;2;;;
46650;0,112;2;;;
46660;0,113;2;;;
46670;0,113;2;;;
46680;0,113;2;;;
46690;0,114;2;;;
46700;0,114;2;;;
46710;0,114;2;;;
46720;0,115;2;;;
46730;0,115;2;;;
46740;0,115;2;;;
46750;0,116;2;;;
46760;0,116;2;;;
46770;0,117;2;;;
46780;0,117;2;;;
46790;0,117;2;;;
46800;0,118;2;;;
46810;0,118;2;;;
46820;0,119;2;;;
46830;0,119;2;;;
46840;0,12;3;;;
46850;0,12;3;;;
46860;0,121;3;;;
46870;0,12;3;;;
46880;0,121;3;;;
46890;0,121;3;;;
46900;0,122;3;;;
46910;0,122;3;;;
46920;0,122;3;;;
46930;0,123;3;;;
46940;0,123;3;;;
46950;0,124;3;;;
46960;0,124;3;;;
46970;0,124;3;;;
46980;0,124;3;;;
46990;0,125;3;;;
47000;0,125;3;;;
47010;0,126;3;;;
47020;0,126;3;;;
47030;0,126;3;;;
47040;0,127;3;;;
47050;0,127;3;;;
47060;0,128;3;;;
47070;0,128;3;;;
47080;0,128;3;;;
47090;0,129;3;;;
47100;0,13;3;;;
47110;0,13;3;;;
47120;0,13;3;;;
47130;0,131;3;;;
47140;0,131;3;;;
47150;0,131;3;;;
47160;0,132;3;;;
47170;0,132;3;;;
47180;0,133;3;;;
47190;0,133;3;;;
47200;0,133;3;;;
47210;0,134;3;;;
47220;0,134;3;;;
47230;0,135;3;;;
47240;0,135;3;;;
47250;0,136;3;;;
47260;0,136;3;;;
47270;0,136;3;;;
47280;0,136;3;;;
47290;0,136;3;;;
47300;0,136;3;;;
47310;0,138;3;;;
47320;0,138;3;;;
47330;0,138;3;;;
47340;0,138;3;;;
47350;0,138;3;;;
47360;0,139;3;;;
47370;0,14;3;;;
47380;0,14;3;;;
47390;0,141;3;;;
47400;0,141;3;;;
47410;0,141;3;;;
47420;0,142;3;;;
47430;0,142;3;;;
47440;0,142;3;;;
47450;0,142;3;;;
47460;0,143;3;;;
47470;0,143;3;;;
47480;0,144;3;;;
47490;0,144;3;;;
47500;0,145;3;;;
47510;0,145;3;;;
47520;0,145;3;;;
47530;0,145;3;;;
47540;0,146;3;;;
47550;0,146;3;;;
47560;0,147;3;;;
47570;0,147;3;;;
47580;0,148;3;;;
47590;0,148;3;;;
47600;0,148;3;;;
47610;0,149;3;;;
47620;0,149;3;;;
47630;0,149;3;;;
47640;0,149;3;;;
47650;0,15;3;;;
47660;0,15;3;;;
47670;0,151;3;;;
47680;0,151;3;;;
47690;0,152;3;;;
47700;0,152;3;;;
47710;0,152;3;;;
47720;0,152;3;;;
47730;0,153;3;;;
47740;0,154;3;;;
47750;0,155;3;;;
47760;0,155;3;;;
47770;0,155;3;;;
47780;0,155;3;;;
47790;0,155;3;;;
47800;0,156;3;;;
47810;0,156;3;;;
47820;0,156;3;;;
47830;0,157;3;;;
47840;0,158;3;;;
47850;0,157;3;;;
47860;0,158;3;;;
47870;0,159;4;;;
47880;0,159;4;;;
47890;0,159;4;;;
47900;0,16;4;;;
47910;0,161;4;;;
47920;0,16;4;;;
47930;0,161;4;;;
47940;0,161;4;;;
47950;0,162;4;;;
47960;0,163;4;;;
47970;0,163;4;;;
47980;0,163;4;;;
47990;0,163;4;;;
48000;0,163;4;;;
48010;0,164;4;;;
48020;0,164;4;;;
48030;0,165;4;;;
48040;0,165;4;;;
48050;0,166;4;;;
48060;0,166;4;;;
48070;0,166;4;;;
48080;0,167;4;;;
48090;0,167;4;;;
48100;0,167;4;;;
48110;0,168;4;;;
48120;0,168;4;;;
48130;0,169;4;;;
48140;0,169;4;;;
48150;0,169;4;;;
48160;0,169;4;;;
48170;0,169;4;;;
48180;0,17;4;;;
48190;0,17;4;;;
48200;0,17;4;;;
48210;0,171;4;;;
48220;0,172;4;;;
48230;0,172;4;;;
48240;0,172;4;;;
48250;0,172;4;;;
48260;0,172;4;;;
48270;0,173;4;;;
48280;0,174;4;;;
48290;0,174;4;;;
48300;0,174;4;;;
48310;0,174;4;;;
48320;0,176;4;;;
48330;0,175;4;;;
48340;0,176;4;;;
48350;0,176;4;;;
48360;0,177;4;;;
48370;0,176;4;;;
48380;0,177;4;;;
48390;0,178;4;;;
48400;0,178;4;;;
48410;0,178;4;;;
48420;0,178;4;;;
48430;0,179;4;;;
48440;0,179;4;;;
48450;0,179;4;;;
48460;0,18;4;;;
48470;0,18;4;;;
48480;0,18;4;;;
48490;0,181;4;;;
48500;0,181;4;;;
48510;0,182;4;;;
48520;0,182;4;;;
48530;0,182;4;;;
48540;0,183;4;;;
48550;0,184;4;;;
48560;0,183;4;;;
48570;0,184;4;;;
48580;0,184;4;;;
48590;0,185;4;;;
48600;0,185;4;;;
48610;0,186;4;;;
48620;0,187;4;;;
48630;0,186;4;;;
48640;0,187;4;;;
48650;0,187;4;;;
48660;0,188;4;;;
48670;0,188;4;;;
48680;0,188;4;;;
48690;0,189;4;;;
48700;0,189;4;;;
48710;0,19;4;;;
48720;0,19;4;;;
48730;0,19;4;;;
48740;0,19;4;;;
48750;0,19;4;;;
48760;0,191;4;;;
48770;0,191;4;;;
48780;0,192;4;;;
48790;0,192;4;;;
48800;0,192;4;;;
48810;0,192;4;;;
48820;0,192;4;;;
48830;0,193;4;;;
48840;0,193;4;;;
48850;0,193;4;;;
48860;0,194;4;;;
48870;0,194;4;;;
48880;0,195;4;;;
48890;0,195;4;;;
48900;0,195;4;;;
48910;0,195;4;;;
48920;0,196;4;;;
48930;0,197;4;;;
48940;0,197;4;;;
48950;0,197;4;;;
48960;0,197;4;;;
48970;0,197;4;;;
48980;0,198;4;;;
48990;0,198;4;;;
49000;0,199;5;;;
49010;0,199;5;;;
49020;0,2;5;;;
49030;0,2;5;;;
49040;0,2;5;;;
49050;0,2;5;;;
49060;0,2;5;;;
49070;0,201;5;;;
49080;0,201;5;;;
49090;0,202;5;;;
49100;0,202;5;;;
49110;0,203;5;;;
49120;0,204;5;;;
49130;0,204;5;;;
49140;0,204;5;;;
49150;0,204;5;;;
49160;0,205;5;;;
49170;0,205;5;;;
49180;0,206;5;;;
49190;0,206;5;;;
49200;0,206;5;;;
49210;0,206;5;;;
49220;0,207;5;;;
49230;0,207;5;;;
49240;0,208;5;;;
49250;0,208;5;;;
49260;0,209;5;;;
49270;0,209;5;;;
49280;0,21;5;;;
49290;0,21;5;;;
49300;0,209;5;;;
49310;0,21;5;;;
49320;0,21;5;;;
49330;0,211;5;;;
49340;0,211;5;;;
49350;0,212;5;;;
49360;0,212;5;;;
49370;0,213;5;;;
49380;0,213;5;;;
49390;0,212;5;;;
49400;0,213;5;;;
49410;0,214;5;;;
49420;0,214;5;;;
49430;0,214;5;;;
49440;0,215;5;;;
49450;0,215;5;;;
49460;0,215;5;;;
49470;0,216;5;;;
49480;0,216;5;;;
49490;0,217;5;;;
49500;0,217;5;;;
49510;0,217;5;;;
49520;0,218;5;;;
49530;0,218;5;;;
49540;0,218;5;;;
49550;0,218;5;;;
49560;0,219;5;;;
49570;0,219;5;;;
49580;0,22;5;;;
49590;0,22;5;;;
49600;0,22;5;;;
49610;0,221;5;;;
49620;0,22;5;;;
49630;0,222;5;;;
49640;0,222;5;;;
49650;0,223;5;;;
49660;0,223;5;;;
49670;0,223;5;;;
49680;0,224;5;;;
49690;0,224;5;;;
49700;0,224;5;;;
49710;0,225;5;;;
49720;0,225;5;;;
49730;0,225;5;;;
49740;0,226;5;;;
49750;0,226;5;;;
49760;0,227;5;;;
49770;0,228;5;;;
49780;0,227;5;;;
49790;0,228;5;;;
49800;0,228;5;;;
49810;0,228;5;;;
49820;0,228;5;;;
49830;0,229;5;;;
49840;0,23;5;;;
49850;0,23;5;;;
49860;0,23;5;;;
49870;0,23;5;;;
49880;0,231;5;;;
49890;0,231;5;;;
49900;0,231;5;;;
49910;0,232;5;;;
49920;0,232;5;;;
49930;0,232;5;;;
49940;0,233;5;;;
49950;0,233;5;;;
49960;0,234;5;;;
49970;0,234;5;;;
49980;0,234;5;;;
49990;0,235;5;;;
50000;0,235;5;;;
50010;0,236;5;;;
50020;0,236;5;;;
50030;0,236;5;;;
50040;0,237;5;;;
50050;0,236;5;;;
50060;0,237;5;;;
50070;0,237;5;;;
50080;0,238;5;;;
50090;0,238;5;;;
50100;0,238;5;;;
50110;0,239;6;;;
50120;0,239;6;;;
50130;0,239;6;;;
50140;0,24;6;;;
50150;0,24;6;;;
50160;0,24;6;;;
50170;0,241;6;;;
50180;0,242;6;;;
50190;0,242;6;;;
50200;0,242;6;;;
50210;0,242;6;;;
50220;0,243;6;;;
50230;0,243;6;;;
50240;0,243;6;;;
50250;0,243;6;;;
50260;0,244;6;;;
50270;0,244;6;;;
50280;0,245;6;;;
50290;0,245;6;;;
50300;0,246;6;;;
50310;0,246;6;;;
50320;0,246;6;;;
50330;0,247;6;;;
50340;0,247;6;;;
50350;0,247;6;;;
50360;0,248;6;;;
50370;0,248;6;;;
50380;0,248;6;;;
50390;0,248;6;;;
50400;0,249;6;;;
50410;0,249;6;;;
50420;0,25;6;;;
50430;0,249;6;;;
50440;0,25;6;;;
50450;0,25;6;;;
50460;0,25;6;;;
50470;0,251;6;;;
50480;0,252;6;;;
50490;0,252;6;;;
50500;0,252;6;;;
50510;0,253;6;;;
50520;0,253;6;;;
50530;0,253;6;;;
50540;0,253;6;;;
50550;0,254;6;;;
50560;0,254;6;;;
50570;0,254;6;;;
50580;0,254;6;;;
50590;0,255;6;;;
50600;0,255;6;;;
50610;0,256;6;;;
50620;0,257;6;;;
50630;0,257;6;;;
50640;0,257;6;;;
50650;0,257;6;;;
50660;0,258;6;;;
50670;0,259;6;;;
50680;0,259;6;;;
50690;0,259;6;;;
50700;0,259;6;;;
50710;0,26;6;;;
50720;0,26;6;;;
50730;0,261;6;;;
50740;0,261;6;;;
50750;0,262;6;;;
50760;0,262;6;;;
50770;0,262;6;;;
50780;0,262;6;;;
50790;0,263;6;;;
50800;0,263;6;;;
50810;0,263;6;;;
50820;0,264;6;;;
50830;0,264;6;;;
50840;0,265;6;;;
50850;0,266;6;;;
50860;0,266;6;;;
50870;0,265;6;;;
50880;0,266;6;;;
50890;0,267;6;;;
50900;0,267;6;;;
50910;0,267;6;;;
50920;0,268;6;;;
50930;0,268;6;;;
50940;0,268;6;;;
50950;0,268;6;;;
50960;0,269;6;;;
50970;0,27;6;;;
50980;0,27;6;;;
50990;0,27;6;;;
51000;0,271;6;;;
51010;0,271;6;;;
51020;0,271;6;;;
51030;0,272;6;;;
51040;0,272;6;;;
51050;0,272;6;;;
51060;0,273;6;;;
51070;0,274;6;;;
51080;0,274;6;;;
51090;0,274;6;;;
51100;0,275;6;;;
51110;0,275;6;;;
51120;0,276;6;;;
51130;0,275;6;;;
51140;0,276;6;;;
51150;0,276;6;;;
51160;0,277;6;;;
51170;0,277;6;;;
51180;0,278;7;;;
51190;0,278;7;;;
51200;0,278;7;;;
51210;0,278;7;;;
51220;0,278;7;;;
51230;0,279;7;;;
51240;0,28;7;;;
51250;0,279;7;;;
51260;0,28;7;;;
51270;0,28;7;;;
51280;0,28;7;;;
51290;0,28;7;;;
51300;0,281;7;;;
51310;0,281;7;;;
51320;0,281;7;;;
51330;0,282;7;;;
51340;0,282;7;;;
51350;0,282;7;;;
51360;0,283;7;;;
51370;0,282;7;;;
51380;0,283;7;;;
51390;0,283;7;;;
51400;0,283;7;;;
51410;0,284;7;;;
51420;0,285;7;;;
51430;0,285;7;;;
51440;0,285;7;;;
51450;0,285;7;;;
51460;0,286;7;;;
51470;0,286;7;;;
51480;0,286;7;;;
51490;0,286;7;;;
51500;0,286;7;;;
51510;0,286;7;;;
51520;0,287;7;;;
51530;0,288;7;;;
51540;0,288;7;;;
51550;0,288;7;;;
51560;0,288;7;;;
51570;0,288;7;;;
51580;0,288;7;;;
51590;0,289;7;;;
51600;0,289;7;;;
51610;0,29;7;;;
51620;0,29;7;;;
51630;0,29;7;;;
51640;0,291;7;;;
51650;0,291;7;;;
51660;0,291;7;;;
51670;0,291;7;;;
51680;0,292;7;;;
51690;0,292;7;;;
51700;0,292;7;;;
51710;0,293;7;;;
51720;0,293;7;;;
51730;0,293;7;;;
51740;0,294;7;;;
51750;0,294;7;;;
51760;0,293;7;;;
51770;0,294;7;;;
51780;0,295;7;;;
51790;0,295;7;;;
51800;0,296;7;;;
51810;0,296;7;;;
51820;0,296;7;;;
51830;0,296;7;;;
51840;0,297;7;;;
51850;0,296;7;;;
51860;0,297;7;;;
51870;0,297;7;;;
51880;0,298;7;;;
51890;0,299;7;;;
51900;0,299;7;;;
51910;0,3;7;;;
51920;0,299;7;;;
51930;0,3;7;;;
51940;0,3;7;;;
51950;0,3;7;;;
51960;0,3;7;;;
51970;0,301;7;;;
51980;0,301;7;;;
51990;0,301;7;;;
52000;0,302;7;;;
52010;0,302;7;;;
52020;0,302;7;;;
52030;0,303;7;;;
52040;0,303;7;;;
52050;0,303;7;;;
52060;0,304;7;;;
52070;0,304;7;;;
52080;0,304;7;;;
52090;0,305;7;;;
52100;0,305;7;;;
52110;0,305;7;;;
52120;0,305;7;;;
52130;0,306;7;;;
52140;0,306;7;;;
52150;0,307;7;;;
52160;0,307;7;;;
52170;0,307;7;;;
52180;0,308;7;;;
52190;0,308;7;;;
52200;0,308;7;;;
52210;0,309;7;;;
52220;0,309;7;;;
52230;0,309;7;;;
52240;0,309;7;;;
52250;0,309;7;;;
52260;0,309;7;;;
52270;0,311;7;;;
52280;0,311;7;;;
52290;0,311;7;;;
52300;0,311;7;;;
52310;0,312;7;;;
52320;0,312;7;;;
52330;0,312;7;;;
52340;0,312;7;;;
52350;0,313;7;;;
52360;0,313;7;;;
52370;0,313;7;;;
52380;0,314;7;;;
52390;0,314;7;;;
52400;0,314;7;;;
52410;0,315;7;;;
52420;0,315;7;;;
52430;0,315;7;;;
52440;0,315;7;;;
52450;0,316;7;;;
52460;0,316;7;;;
52470;0,317;7;;;
52480;0,317;7;;;
52490;0,318;8;;;
52500;0,318;8;;;
52510;0,318;8;;;
52520;0,318;8;;;
52530;0,318;8;;;
52540;0,318;8;;;
52550;0,319;8;;;
52560;0,319;8;;;
52570;0,319;8;;;
52580;0,32;8;;;
52590;0,32;8;;;
52600;0,321;8;;;
52610;0,321;8;;;
52620;0,321;8;;;
52630;0,321;8;;;
52640;0,321;8;;;
52650;0,322;8;;;
52660;0,322;8;;;
52670;0,323;8;;;
52680;0,324;8;;;
52690;0,323;8;;;
52700;0,324;8;;;
52710;0,324;8;;;
52720;0,324;8;;;
52730;0,324;8;;;
52740;0,324;8;;;
52750;0,324;8;;;
52760;0,325;8;;;
52770;0,325;8;;;
52780;0,326;8;;;
52790;0,326;8;;;
52800;0,326;8;;;
52810;0,326;8;;;
52820;0,327;8;;;
52830;0,327;8;;;
52840;0,327;8;;;
52850;0,327;8;;;
52860;0,328;8;;;
52870;0,328;8;;;
52880;0,329;8;;;
52890;0,328;8;;;
52900;0,329;8;;;
52910;0,329;8;;;
52920;0,33;8;;;
52930;0,329;8;;;
52940;0,33;8;;;
52950;0,331;8;;;
52960;0,331;8;;;
52970;0,331;8;;;
52980;0,331;8;;;
52990;0,331;8;;;
53000;0,332;8;;;
53010;0,332;8;;;
53020;0,332;8;;;
53030;0,333;8;;;
